observation_date,labor_hours_index,gdp,deflator,investment_nominal,investment_real,capital,labor_growth,gdp_growth,capital_growth
2012-01-01,3.0,17367.01,92.525,778578250000.0,33659151580.653873,652470198973.7599,0.03,0.008350941818790147,0.0006139647553524696
2012-04-01,2.1,17444.525,92.907,793139000000.0,34147653029.373463,653505840605.7258,0.021,0.004453416266322563,0.0015860043640429922
2012-07-01,2.4,17469.65,93.417,794779250000.0,34031461083.100506,654978201604.8129,0.024,0.0014392437648620415,0.002250484641784567
2012-10-01,2.0,17489.852,93.885,805076500000.0,34300537892.10204,656260752607.6726,0.02,0.0011557374157504796,0.001956243608770336
2013-01-01,2.0,17662.4,94.258,815120250000.0,34591026756.349594,657748252869.391,0.02,0.009817259265515688,0.0022640649963996395
2013-04-01,2.2,17709.671,94.461,824270000000.0,34904140333.0475,659451866982.271,0.022000000000000002,0.0026727882651371715,0.0025867216941897198
2013-07-01,2.1,17860.45,94.924,840040750000.0,35398455606.59053,661383413966.205,0.021,0.0084778965524972,0.0029247376848289264
2013-10-01,1.8,18016.147,95.426,855250500000.0,35849789365.5817,663712698874.4852,0.018000000000000002,0.008679640238263175,0.0035156503514457427
2014-01-01,1.5,17953.974,95.788,865609500000.0,36146886875.18269,666376853296.3427,0.015,-0.0034569281496601434,0.004005982875884939
2014-04-01,2.1,18185.911,96.33,891820750000.0,37031900757.81169,669204897506.7083,0.021,0.012835690229149321,0.004234931235512107
2014-07-01,2.5,18406.941,96.726,912115500000.0,37719558340.053345,672776553389.1844,0.025,0.012080648325781596,0.005322971213008287
2014-10-01,3.3,18500.031,96.822,925973500000.0,38254673524.612175,676857284059.7786,0.033,0.005044586015433339,0.006047185529670429
2015-01-01,3.4,18666.621,96.769,930157250000.0,38448563072.88491,681269093381.4017,0.034,0.008964547876924911,0.0064969282880618096
2015-04-01,2.6,18782.243,97.325,943137000000.0,38762373490.881065,685654201785.2166,0.026000000000000002,0.006174946582536478,0.0064160490384637114
2015-07-01,1.9,18857.418,97.583,953616750000.0,39089462303.884895,690133865186.8368,0.019,0.003994462115690212,0.006512164686391486
2015-10-01,1.6,18892.206,97.581,950879000000.0,38978038757.54501,694716634231.3798,0.016,0.0018430917271050618,0.0066184556023536345
2016-01-01,1.4,19001.69,97.496,957711000000.0,39292319684.91015,698958841277.3558,0.013999999999999999,0.005778466518471248,0.006087816313623762
2016-04-01,1.4,19062.709,98.159,965635250000.0,39349840564.79793,703303218898.3982,0.013999999999999999,0.0032060956626729364,0.0061962619457922585
2016-07-01,1.7,19197.938,98.41,975784250000.0,39661995732.141045,707487898518.2762,0.017,0.0070688591911043375,0.005932404650096146
2016-10-01,1.1,19304.352,98.886,989763250000.0,40036537022.42987,711775499324.5034,0.011000000000000001,0.005527685286210726,0.0060420269505492286
2017-01-01,1.2,19398.343,99.39,1004995250000.0,40446533856.5248,716223261380.708,0.012,0.00485708733103607,0.0062293841726202
2017-04-01,1.6,19506.949,99.65,1020540000000.0,40964977420.973404,720858632168.1974,0.016,0.005583111012978037,0.006451110245102143
2017-07-01,1.3,19660.766,100.162,1032079500000.0,41216409416.74487,725780677980.7609,0.013000000000000001,0.00785431525684821,0.0068048265676665665
2017-10-01,1.9,19882.352,100.778,1058802500000.0,42025144376.74889,730708053498.4677,0.019,0.011207427769393874,0.006766127618199391
2018-01-01,2.1,20044.077,101.419,1080791500000.0,42626785907.965965,736197795200.2931,0.021,0.008101194549169577,0.00748482574503484
2018-04-01,1.9,20150.476,102.136,1099424000000.0,43057256990.6791,742014691348.2444,0.019,0.005294212303768475,0.007870216529603624
2018-07-01,2.2,20276.154,102.577,1107648000000.0,43192840500.30709,747971213771.5112,0.022000000000000002,0.00621760482522582,0.007995450339176813
2018-10-01,1.8,20304.874,103.019,1111147750000.0,43143410438.85108,753765493583.2428,0.018000000000000002,0.0014154399831838305,0.007716810193201695
2019-01-01,1.3,20431.641,103.328,1124950000000.0,43548699287.70517,759220629342.9316,0.013000000000000001,0.006223772907267389,0.007211116236980786
2019-04-01,1.1,20602.275,103.862,1147182750000.0,44181038300.82225,764808297163.4902,0.011000000000000001,0.008316777932895647,0.007332791078543011
2019-07-01,0.9,20843.322,104.192,1162726250000.0,44637832079.238335,770748920606.138,0.009000000000000001,0.011632102580909631,0.007737455839158969
2019-10-01,0.4,20985.448,104.516,1160345250000.0,44408329825.09855,776849306655.0693,0.004,0.006795635968053659,0.007883722710356977
2020-01-01,-1.1,20693.238,104.999,1161289500000.0,44240021333.536514,782415171147.4143,-0.011000000000000001,-0.014022264902518344,0.007139120028952561
2020-04-01,-14.9,19056.617,104.612,1090823750000.0,41709316330.82247,787534433923.5801,-0.149,-0.08239258989513054,0.006521586302646654
2020-07-01,-8.2,20548.793,105.527,1153169250000.0,43710870203.83409,789867028558.2235,-0.08199999999999999,0.07538781408175232,0.0029575176521312585
2020-10-01,-5.9,20771.691,106.244,1197107750000.0,45070131019.16344,794084547334.1464,-0.059000000000000004,0.010788845652987433,0.005325325353616961
2021-01-01,-3.6,21058.379,107.59,1224811750000.0,45536267311.08839,799450450986.6024,-0.036000000000000004,0.0137074831060513,0.0067346169855149185
2021-04-01,13.8,21389.005,109.256,1249397750000.0,45742027897.78136,805014195748.3606,0.138,0.015578471765174129,0.006935356380733282
2021-07-01,6.6,21571.421,110.897,1263317000000.0,45567220033.00359,810505513858.7239,0.066,0.008492331817858911,0.006798232453085973
2021-10-01,5.9,21960.388,112.826,1293838500000.0,45870224948.15025,815547458198.7911,0.059000000000000004,0.017870948207232118,0.006201471397790925
2022-01-01,5.6,21903.85,115.119,1341494500000.0,46612444513.93775,820640310237.0018,0.055999999999999994,-0.0025778645150396073,0.0062252860996672155
2022-04-01,4.5,21919.222,117.731,1369349750000.0,46524696129.31174,826220739239.0895,0.045,0.000701548290839682,0.00677707492366153
2022-07-01,3.7,22066.784,119.057,1381159250000.0,46403294220.41543,831434398406.4468,0.037000000000000005,0.006709522732055717,0.006290423430947101
2022-10-01,2.4,22249.459,120.157,1384095750000.0,46076241916.825485,836265972706.5398,0.024,0.008244202228642195,0.005794311618242176
2023-01-01,2.1,22403.435,121.251,1410987250000.0,46547649091.55388,840528915988.0382,0.021,0.006896601608740838,0.005084643917520282
2023-04-01,1.1,22539.418,121.804,1434020500000.0,47092722734.88555,845050119280.1901,0.011000000000000001,0.006051392196537719,0.005364582781854921
2023-07-01,0.5,22780.933,122.768,1454418750000.0,47387552130.84843,849890336051.066,0.005,0.010658226644947533,0.005711386394658291
